Unnamed: 0,# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
218,316877,1.0,5.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
219,316877,210.0,6.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
220,316879,1.0,6.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
221,316879,140.0,7.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
222,316928,1.0,2.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
223,316928,3.0,3.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
224,316928,58.0,5.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
225,316985,1.0,2.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
226,316985,263.0,4.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
227,316993,1.0,2.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
228,316993,121.0,4.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
229,316994,1.0,4.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
230,316995,1.0,4.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
231,316995,86.0,5.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
232,316995,401.0,6.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
233,317080,1.0,2.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
234,317087,1.0,2.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
235,317087,267.0,4.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
236,317087,510.0,5.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
237,317087,836.0,6.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
238,317089,1.0,6.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
239,317089,240.0,7.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
240,317089,693.0,8.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
241,317182,1.0,2.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
242,317182,237.0,4.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
243,317182,516.0,5.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
244,317182,807.0,6.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
245,317182,1180.0,7.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
246,317212,1.0,2.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
247,317213,1.0,2.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
248,317213,11.0,4.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
249,317213,283.0,5.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
250,317279,1.0,2.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
251,317279,35.0,11.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
252,317291,1.0,2.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
253,317291,250.0,4.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
254,317291,540.0,5.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
255,317292,1.0,5.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
256,317292,25.0,6.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
257,317292,325.0,7.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
258,317292,336.0,6.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
259,317292,337.0,7.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
260,317292,342.0,6.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
261,317297,1.0,2.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
262,317297,4.0,7.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
263,317297,357.0,8.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
264,317319,1.0,2.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
265,317320,1.0,2.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
266,317320,106.0,4.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
267,317320,348.0,5.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
268,317320,626.0,6.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
269,317320,856.0,7.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
270,317320,1363.0,8.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
271,317338,1.0,2.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
272,317339,1.0,2.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
273,317340,1.0,2.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
274,317340,39.0,4.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
275,317340,277.0,5.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
276,317382,1.0,2.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
277,317383,1.0,2.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
278,317391,1.0,2.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
279,317392,1.0,2.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
280,317392,204.0,4.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
281,317392,513.0,5.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
282,317392,715.0,6.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
283,317392,1048.0,7.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
284,317392,1479.0,8.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
285,317435,1.0,2.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
286,317435,4.0,3.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
287,317435,214.0,4.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
288,317435,484.0,5.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
289,317435,832.0,6.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
290,317435,1375.0,7.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
291,317438,1.0,7.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
292,317475,1.0,2.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
293,317475,91.0,3.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
294,317475,113.0,11.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
295,317478,1.0,11.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
296,317484,1.0,3.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
297,317484,145.0,4.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
298,317484,424.0,5.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
299,317488,1.0,5.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
300,317488,228.0,6.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
301,317488,708.0,7.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
302,317527,1.0,2.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
303,317527,395.0,3.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
304,317527,609.0,4.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
305,317527,1043.0,5.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
306,317527,1453.0,6.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
307,317591,1.0,2.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
308,317591,298.0,3.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
309,317626,1.0,2.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
310,317626,314.0,3.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
311,317626,563.0,4.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
312,317626,846.0,5.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
313,317626,1132.0,6.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
314,317626,1650.0,7.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
315,317640,1.0,2.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
316,317640,279.0,3.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
317,317640,424.0,4.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
318,317640,718.0,5.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
319,317641,1.0,5.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
320,317641,246.0,6.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
321,317641,607.0,7.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
322,317641,686.0,6.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
323,317641,756.0,7.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
324,317648,1.0,2.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
325,317649,1.0,2.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
326,317649,41.0,3.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
327,317649,239.0,4.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
328,317649,541.0,5.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
329,317650,1.0,5.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
330,317650,197.0,6.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
331,317650,751.0,7.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
332,317661,1.0,2.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
333,317661,254.0,3.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
334,317661,503.0,4.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
335,317661,797.0,5.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
336,317661,1113.0,6.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
337,317663,1.0,2.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
338,317663,5.0,6.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
339,317663,210.0,7.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
340,317663,242.0,6.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
341,317663,340.0,7.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
342,317683,1.0,2.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
343,317683,269.0,3.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
344,317696,1.0,2.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
345,317696,251.0,3.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
346,317696,543.0,4.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
347,318733,1.0,2.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
348,318733,3.0,10.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
349,318828,1.0,2.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
350,318828,62.0,10.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
351,318872,1.0,2.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
352,318872,31.0,3.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
353,318872,266.0,4.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
354,318874,1.0,4.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
355,318876,1.0,4.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
356,318877,1.0,4.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
357,318877,49.0,5.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
358,319077,1.0,2.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
359,319337,1.0,2.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
360,319337,47.0,8.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
361,319337,92.0,9.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
362,319337,694.0,10.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
363,319347,1.0,2.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
364,319347,114.0,3.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
365,319347,274.0,2.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
366,319347,487.0,3.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
367,319348,1.0,3.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
368,319349,1.0,3.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
369,319349,21.0,4.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
370,319349,44.0,5.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
371,319449,1.0,2.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
372,319449,176.0,3.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
373,319450,1.0,3.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
374,319450,100.0,4.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
375,319450,593.0,5.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
376,319456,1.0,5.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
377,319456,184.0,6.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
378,319459,1.0,6.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
379,319486,1.0,2.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
380,319503,1.0,2.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
381,319503,10.0,4.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
382,319503,261.0,5.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
383,319524,1.0,2.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
384,319524,264.0,3.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
385,319524,703.0,4.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
386,319524,1248.0,5.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
387,319526,1.0,5.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
388,319526,184.0,6.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
389,319526,193.0,7.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
390,319526,195.0,6.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
391,319526,275.0,5.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
393,319528,6.0,5.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
394,319528,111.0,10.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
395,319579,1.0,2.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
396,319579,277.0,3.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
397,319579,758.0,4.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
398,319579,1173.0,5.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
399,319579,1401.0,6.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
400,319579,1979.0,7.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
401,319579,1987.0,6.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
402,319579,2273.0,7.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
403,319579,2278.0,6.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
404,319579,2511.0,7.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
405,319579,2516.0,6.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
407,319625,7.0,2.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
409,319639,9.0,2.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
410,319639,162.0,3.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
411,319639,1061.0,6.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
413,319656,55.0,2.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
414,319656,136.0,3.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
415,319657,1.0,3.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
416,319657,68.0,4.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
418,319658,4.0,4.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
419,319658,93.0,5.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
420,319659,1.0,5.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
422,319678,17.0,2.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
423,319678,181.0,3.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
425,319687,7.0,2.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
426,319697,1.0,2.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
427,319697,28.0,12.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
428,319698,1.0,12.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
430,319756,5.0,2.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
431,319756,176.0,3.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
432,319756,412.0,4.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
433,319756,702.0,5.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
434,319756,1056.0,6.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
435,319756,1672.0,7.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
436,319840,1.0,12.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
437,319841,1.0,12.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
438,319847,1.0,2.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
439,319848,1.0,2.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
440,319849,1.0,2.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
441,319849,140.0,3.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
442,319849,381.0,4.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
443,319851,1.0,4.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
444,319853,1.0,4.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
445,319853,110.0,5.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
446,319854,1.0,5.0,1.0,HLT_BTagMu_AK8Jet300_Mu5_v12/1,ONE,L1_SingleJet200/1.00
